KODA;SLOVENSKI NAZIV;ANGLEŠKI NAZIV;ANGLEŠKI NAZIV KRATEK;KRIŽEC / ETIOLOGIJA;ZVEZDICA / MANIFESTACIJA;VELJAVNOST;SKUPINA OBOLEVNOSTI;SPOL;SPOL TIP;STAROST MIN.;STAROST MAX.;STAROST TIP;REDKA DIAGNOZA;MORFOLOGIJA;NESPREJEMLJIVA GLAVNA DIAGNOZA;PRIJAVA NALEZLJIVE BOLEZNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.94;Bolezen hrustanca, neopredeljena, roka;Unspecified disorder of cartilage, hand;Unsp disorder of cartilage, hand;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.95;Bolezen hrustanca, neopredeljena, medenični predel in stegno;Unspecified disorder of cartilage, pelvic region and thigh;Unsp disrd of cartilage pelv rgn & thgh;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.96;Bolezen hrustanca, neopredeljena, spodnji ud;Unspecified disorder of cartilage, lower leg;Unsp disorder of cartilage, lower leg;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.97;Bolezen hrustanca, neopredeljena, gleženj in stopalo;Unspecified disorder of cartilage, ankle and foot;Unsp disorder of cart ankle & foot;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.98;Bolezen hrustanca, neopredeljena, drugo;Unspecified disorder of cartilage, other site;Unsp disorder of cartilage, other;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M94.99;Bolezen hrustanca, neopredeljena, neopredeljeno mesto;Unspecified disorder of cartilage, site unspecified;Unsp disorder of cartilage site unsp;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95;Druge pridobljene deformacije mišičnoskeletnega sistema in vezivnega tkiva;Other acquired deformities of musculoskeletal system and connective tissue;Other acquired defrm M/S sys & con tis;0;0;0;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.0;Pridobljena deformacija nosu;Acquired deformity of nose;Acquired deformity of nose;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.1;Cvetačasto uho;Cauliflower ear;Cauliflower ear;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.2;Druge vrste pridobljena deformacija glave;Other acquired deformity of head;Other acquired deformity of head;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.3;Pridobljena deformacija vratu;Acquired deformity of neck;Acquired deformity of neck;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.4;Pridobljena deformacija prsnega koša in rebra;Acquired deformity of chest and rib;Acquired deformity of chest and rib;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.5;Pridobljena deformacija medenice;Acquired deformity of pelvis;Acquired deformity of pelvis;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.8;Druge opredeljene pridobljene deformacije mišičnoskeletnega sistema;Other specified acquired deformities of musculoskeletal system;Oth spec acquired defrm, musculoskeletal;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M95.9;Pridobljena deformacija mišičnoskeletnega sistema, neopredeljena;Acquired deformity of musculoskeletal system, unspecified;Acquired defrm musculoskeletal sys unsp;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96;Mišičnoskeletne motnje po posegih, ki niso uvrščene drugje;Postprocedural musculoskeletal disorders, not elsewhere classified;Postproc musculoskeletal disorders NEC;0;0;0;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.0;Psevdoartroza po spojitvi (fuziji) ali zatrditvi (artrodezi);Pseudarthrosis after fusion or arthrodesis;Pseudarthrosis after fusion arthrodesis;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.1;Sindrom po laminektomiji, ki ni uvrščen drugje;Postlaminectomy syndrome, not elsewhere classified;Postlaminectomy syndrome NEC;0;0;1;210;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.2;Kifoza po obsevanju (postradiacijska);Postradiation kyphosis;Postradiation kyphosis;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.3;Postlaminektomijska kifoza;Postlaminectomy kyphosis;Postlaminectomy kyphosis;0;0;1;210;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.4;Lordoza po kirurškem posegu;Postprocedural lordosis;Postprocedural lordosis;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.5;Skolioza po obsevanju (postradiacijska);Postradiation scoliosis;Postradiation scoliosis;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.6;Kostni zlom po vstavitvi ortopedskega pripomočka, umetnega sklepa ali kostne plošče;Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate;Bone fx foll ins orthopaedic implant;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.8;Druge mišičnoskeletne okvare po posegih;Other postprocedural musculoskeletal disorders;Other postproc musculoskeletal disrd;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M96.9;Mišičnoskeletna motnja po posegu, neopredeljena;Postprocedural musculoskeletal disorder, unspecified;Postproc musculoskeletal disorder unsp;0;0;1;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99;Biomehanične okvare (lezije), ki niso uvrščene drugje;Biomechanical lesions, not elsewhere classified;Biomechanical lesions NEC;0;0;0;210;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.0;Segmentna in somatična motnja funkcije;Segmental and somatic dysfunction;Segmental and somatic dysfunction;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.1;Subluksacijski kompleks (hrbtenični);Subluxation complex (vertebral);Subluxation complex (vertebral);0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.2;Subluksacijska zožitev živčnega kanala;Subluxation stenosis of neural canal;Subluxation stenosis of neural canal;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.3;Kostna zožitev živčnega kanala;Osseous stenosis of neural canal;Osseous stenosis of neural canal;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.4;Vezivnotkivna zožitev živčnega kanala;Connective tissue stenosis of neural canal;Connective tissue stenosis neural canal;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.5;Zožitev živčnega kanala zaradi medvretenčne ploščice (diskusa);Intervertebral disc stenosis of neural canal;Intervertebral disc stenosis neural cnl;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.6;Kostna in subluksacijska zožitev medvretenčne odprtine;Osseous and subluxation stenosis of intervertebral foramina;Osseous & sublux stenosis I/V foramina;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.7;Vezivnotkivna in diskalna zožitev medvretenčne odprtine;Connective tissue and disc stenosis of intervertebral foramina;Con tis & disc stenosis I/V foramina;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.8;Druge biomehanične okvare;Other biomechanical lesions;Other biomechanical lesions;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M99.9;Biomehanična okvara, neopredeljena ;Unspecified biomechanical lesion;Unspecified biomechanical lesion;0;0;1;210;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00;Akutni nefritični sindrom;Acute nephritic syndrome;Acute nephritic syndrome;0;0;0;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.0;Akutni nefritični sindrom, minimalne glomerulne nenormalnosti;Acute nephritic syndrome, minor glomerular abnormality;Acute nephritic synd glomerular abn;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.1;Akutni nefritični sindrom, fokalne in segmentalne glomerulne lezije;Acute nephritic syndrome, focal and segmental glomerular lesions;Ac neph synd focal segment glom lesion;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.2;Akutni nefritični sindrom, difuzni membranski glomerulonefritis;Acute nephritic syndrome, diffuse membranous glomerulonephritis;Ac nephritic synd diffuse memb glomneph;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.3;Akutni nefritični sindrom, difuzni mezangijski proliferacijski glomerulonefritis;Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis;Ac neph synd dfs mesngl prolf glomneph;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.4;Akutni nefritični sindrom, difuzni endokapilarni proliferativni glomerulonefritis;Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis;Ac neph synd dfs endcap prolf glomneph;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.5;Akutni nefritični sindrom, difuzni mezangiokapilarni glomerulonefritis;Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis;Ac neph synd diffuse mesngcp glomneph;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.6;Akutni nefritični sindrom, bolezni gostih (intramembranskih)  depozitov;Acute nephritic syndrome, dense deposit disease;Ac neph syndrome dense deposit disease;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.7;Akutni nefritični sindrom, difuzni glomerulonefritis s polmeseci;Acute nephritic syndrome, diffuse crescentic glomerulonephritis;Ac neph synd dfs crescentic glomneph;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.8;Akutni nefritični sindrom, druge vrste;Acute nephritic syndrome, other;Acute nephritic syndrome other;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N00.9;Akutni nefritični sindrom, neopredeljen;Acute nephritic syndrome, unspecified;Acute nephritic syndrome unspecified;0;0;1;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01;Naglo napredujoči nefritični sindrom;Rapidly progressive nephritic syndrome;Rapidly progressive nephritic syndrome;0;0;0;211;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.0;Naglo napredujoči nefritični sindrom, minimalne glomerulne nenormalnosti;Rapidly progressive nephritic syndrome, minor glomerular abnormality;Rapid progress neph synd minor glom abn;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.1;Naglo napredujoči nefritični sindrom, fokalne in segmentalne glomerulne lezije;Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions;Progress neph synd focl seg glom lesion;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.2;Naglo napredujoči nefritični sindrom, difuzni membranski glomerulonefritis;Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis;Progress neph synd dfs memb glomneph;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.3;Naglo napredujoči nefritični sindrom, difuzni mezangijski proliferacijski glomerulonefritis;Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis;Neph synd dfs mesangial prolf glomneph;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.4;Naglo napredujoči nefritični sindrom, difuzni endokapilarni proliferativni glomerulonefritis;Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis;Neph synd dfs endcap prolf glomneph;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.5;Naglo napredujoči nefritični sindrom, difuzni mezangiokapilarni glomerulonefritis;Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis;Neph synd diffuse mesngcp glomneph;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.6;Naglo napredujoči nefritični sindrom, bolezni gostih (intramembranskih)  depozitov;Rapidly progressive nephritic syndrome, dense deposit disease;Progressive neph synd dense deposit dis;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.7;Naglo napredujoči nefritični sindrom, difuzni glomerulonefritis s polmeseci;Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis;Neph synd diffuse crescentic glomneph;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.8;Naglo napredujoči nefritični sindrom, druge vrste;Rapidly progressive nephritic syndrome, other;Rapid progress nephritic syndrome other;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N01.9;Naglo napredujoči nefritični sindrom, neopredeljen;Rapidly progressive nephritic syndrome, unspecified;Rapidly progress nephritic syndrome unsp;0;0;1;211;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02;Rekurentna in persistentna hematurija;Recurrent and persistent haematuria;Recurrent and persistent haematuria;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.0;Rekurentna in persistentna hematurija, minimalne glomerulne nenormalnosti;Recurrent and persistent haematuria, minor glomerular abnormality;Rec & persist haematuria minor glom abn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.1;Rekurentna in persistentna hematurija, fokalne in segmentalne glomerulne lezije;Recurrent and persistent haematuria, focal and segmental glomerular lesions;Rec haematuria focal segmental glom lsn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.2;Rekurentna in persistentna hematurija, difuzni membranski glomerulonefritis;Recurrent and persistent haematuria, diffuse membranous glomerulonephritis;Rec haematuria dfs membranous glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.3;Rekurentna in persistentna hematurija, difuzni mezangijski proliferacijski glomerulonefritis;Recurrent and persistent haematuria, diffuse mesangial proliferative glomerulonephritis;Rec haematur dfs mesngl prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.4;Rekurentna in persistentna hematurija, difuzni endokapilarni proliferativni glomerulonefritis;Recurrent and persistent haematuria, diffuse endocapillary proliferative glomerulonephritis;Rec haematur dfs endcap prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.5;Rekurentna in persistentna hematurija, difuzni mezangiokapilarni glomerulonefritis;Recurrent and persistent haematuria, diffuse mesangiocapillary glomerulonephritis;Rec haematuria dfs mesngcp glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.6;Rekurentna in persistentna hematurija, bolezni gostih (intramembranskih)  depozitov;Recurrent and persistent haematuria, dense deposit disease;Rec haematuria dense deposit disease;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.7;Rekurentna in persistentna hematurija, difuzni glomerulonefritis s polmeseci;Recurrent and persistent haematuria, diffuse crescentic glomerulonephritis;Rec haematuria dfs crescentic glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.8;Rekurentna in persistentna hematurija, druge vrste;Recurrent and persistent haematuria, other;Recurrent & persistent haematuria other;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N02.9;Rekurentna in persistentna hematurija, neopredeljen;Recurrent and persistent haematuria, unspecified;Recurrent & persistent haematuria unsp;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03;Kronični nefritični sindrom;Chronic nephritic syndrome;Chronic nephritic syndrome;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.0;Kronični nefritični sindrom, minimalne glomerulne nenormalnosti;Chronic nephritic syndrome, minor glomerular abnormality;Chr nephritic syndrome minor glom abn;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.1;Kronični nefritični sindrom, fokalne in segmentalne glomerulne lezije;Chronic nephritic syndrome, focal and segmental glomerular lesions;Chr neph synd focal & segment glom lsn;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.2;Kronični nefritični sindrom, difuzni membranski glomerulonefritis;Chronic nephritic syndrome, diffuse membranous glomerulonephritis;Chr neph synd dfs membranous glomneph;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.3;Kronični nefritični sindrom, difuzni mezangijski proliferacijski glomerulonefritis;Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis;Chr neph synd mesngl prolf glomneph;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.4;Kronični nefritični sindrom, difuzni endokapilarni proliferativni glomerulonefritis;Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis;Chr neph synd endcap prolf glomneph;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.5;Kronični nefritični sindrom, difuzni mezangiokapilarni glomerulonefritis;Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis;Chr neph synd dfs mesngcp glomneph;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.6;Kronični nefritični sindrom, bolezni gostih (intramembranskih)  depozitov;Chronic nephritic syndrome, dense deposit disease;Chr neph syndrome dense deposit disease;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.7;Kronični nefritični sindrom, difuzni glomerulonefritis s polmeseci;Chronic nephritic syndrome, diffuse crescentic glomerulonephritis;Chr neph synd dfs crescentic glomneph;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.8;Kronični nefritični sindrom, druge vrste;Chronic nephritic syndrome, other;Chronic nephritic syndrome other;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N03.9;Kronični nefritični sindrom, neopredeljen;Chronic nephritic syndrome, unspecified;Chronic nephritic syndrome unspecified;0;0;1;212;;;201;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04;Nefrotični sindrom;Nephrotic syndrome;Nephrotic syndrome;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.0;Nefrotični sindrom, minimalne glomerulne nenormalnosti;Nephrotic syndrome, minor glomerular abnormality;Nephrotic syndrome minor glomerular abn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.1;Nefrotični sindrom, fokalne in segmentalne glomerulne lezije;Nephrotic syndrome, focal and segmental glomerular lesions;Nephrotic synd focal segmental glom lsn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.2;Nefrotični sindrom, difuzni membranski glomerulonefritis;Nephrotic syndrome, diffuse membranous glomerulonephritis;Nephrotic synd dfs membranous glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.3;Nefrotični sindrom, difuzni mezangijski proliferacijski glomerulonefritis;Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis;Nephrot synd dfs mesngl prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.4;Nefrotični sindrom, difuzni endokapilarni proliferativni glomerulonefritis;Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis;Nephrot synd dfs endcap prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.5;Nefrotični sindrom, difuzni mezangiokapilarni glomerulonefritis;Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis;Nephrotic synd dfs mesngcp glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.6;Nefrotični sindrom, bolezni gostih (intramembranskih)  depozitov;Nephrotic syndrome, dense deposit disease;Nephrotic syndrome dense deposit disease;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.7;Nefrotični sindrom, difuzni glomerulonefritis s polmeseci;Nephrotic syndrome, diffuse crescentic glomerulonephritis;Nephrotic synd dfs crescentic glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.8;Nefrotični sindrom, druge vrste;Nephrotic syndrome, other;Nephrotic syndrome other;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N04.9;Nefrotični sindrom, neopredeljen;Nephrotic syndrome, unspecified;Nephrotic syndrome unspecified;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05;Neopredeljeni nefritični sindrom;Unspecified nephritic syndrome;Unspecified nephritic syndrome;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.0;Neopredeljeni nefritični sindrom, minimalne glomerulne nenormalnosti;Unspecified nephritic syndrome, minor glomerular abnormality;Unsp neph synd minor glomerular abn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.1;Neopredeljeni nefritični sindrom, fokalne in segmentalne glomerulne lezije;Unspecified nephritic syndrome, focal and segmental glomerular lesions;Unsp neph synd focl seg glom lesion;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.2;Neopredeljeni nefritični sindrom, difuzni membranski glomerulonefritis;Unspecified nephritic syndrome, diffuse membranous glomerulonephritis;Unsp neph synd dfs membranous glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.3;Neopredeljeni nefritični sindrom, difuzni mezangijski proliferacijski glomerulonefritis;Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis;Unsp neph synd mesngl prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.4;Neopredeljeni nefritični sindrom, difuzni endokapilarni proliferativni glomerulonefritis;Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis;Unsp neph synd endcap prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.5;Neopredeljeni nefritični sindrom, difuzni mezangiokapilarni glomerulonefritis;Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis;Unsp neph synd dfs mesngcp glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.6;Neopredeljeni nefritični sindrom, bolezni gostih (intramembranskih)  depozitov;Unspecified nephritic syndrome, dense deposit disease;Unsp neph synd dense deposit disease;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.7;Neopredeljeni nefritični sindrom, difuzni glomerulonefritis s polmeseci;Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis;Unsp neph synd dfs crescentic glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.8;Neopredeljeni nefritični sindrom, druge vrste;Unspecified nephritic syndrome, other;Unspecified nephritic syndrome other;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N05.9;Neopredeljeni nefritični sindrom, neopredeljen;Unspecified nephritic syndrome, unspecified;Unspecified nephritic syndrome unsp;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06;Izolirana proteinurija z opredeljeno morfološko lezijo;Isolated proteinuria with specified morphological lesion;Isolated proteinuria w spec morph lesion;0;0;0;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.0;Izolirana proteinurija z opredeljeno morfološko lezijo, minimalne glomerulne nenormalnosti;Isolated proteinuria with minor glomerular abnormality;Isolated proteinuria w minor glom abn;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.1;Izolirana proteinurija z opredeljeno morfol. lezijo, fokalne in segmentalne glomerulne lezije;Isolated proteinuria with focal and segmental glomerular lesions;Isol proteinuria w focal seg glom lesion;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.2;Izolirana proteinurija z opredeljeno morfološko lezijo, difuzni membranski glomerulonefritis;Isolated proteinuria with diffuse membranous glomerulonephritis;Isol proteinuria w diffuse memb glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.3;Izolirana proteinurija z opredeljeno morfološko lezijo, difuzni mezangijski proliferacijski glomerulonefritis;Isolated proteinuria with diffuse mesangial proliferative glomerulonephritis;Isol prot w dfs mesngl prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N06.4;Izolirana proteinurija z opredeljeno morfol. lezijo, difuzni endokapilarni proliferativni glomerulonefritis;Isolated proteinuria with diffuse endocapillary proliferative glomerulonephritis;Isol prot w dfs endcap prolf glomneph;0;0;1;212;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
